text,fname,sentence_index
No.,S03E12,191
"No, I was just dreaming about that time I dropped Charlie.",S03E12,192
Oh.,S03E12,193
I remember that day.,S03E12,194
That was a really good sandwich.,S03E12,195
Now I'm worried I'm gonna do the same thing to Toby.,S03E12,196
I can't stop thinking about it.,S03E12,197
So that's why you didn't want to carry him up the stairs.,S03E12,198
I don't want to carry him down the stairs either.,S03E12,199
"- What are you gonna do, Dad? - I don't know!",S03E12,200
But I can't drop Toby like I did Charlie.,S03E12,201
- You did what? - I did wh.,S03E12,202
Hey!.,S03E12,203
"Hey hey, Sweetie.",S03E12,204
"No no no no, Daddy didn't drop you.",S03E12,205
It was more.,S03E12,206
It.,S03E12,207
It.,S03E12,208
It was more like a toss.,S03E12,209
And then you flew a little!,S03E12,210
Bad Daddy.,S03E12,211
But Daddy caught you.,S03E12,212
Lucky Daddy.,S03E12,213
"Thanks for buying plates and forks, Emmett.",S03E12,214
Too bad we're having soup.,S03E12,215
"Hey, would you mind picking that up?",S03E12,216
"I will, just let me finish my plate of soup first.",S03E12,217
- It'll take one second.,S03E12,218
- I don't have a second.,S03E12,219
Soup gets cold really fast when it's on a plate.,S03E12,220
How long does it take to pick up a piece of trash?,S03E12,221
"Okay, well, wait. What's your problem?",S03E12,222
My problem is my roommate is a slob.,S03E12,223
- I'm a slob? - You're a slob.,S03E12,224
- You take that back! - I will not.,S03E12,225
"You know, I hate when you get like this.",S03E12,226
I'm going to my room.,S03E12,227
"All right, well, I'm going to my room.",S03E12,228
You better not be looking at me.,S03E12,229
You better not be looking at me.,S03E12,230
- Stop it!  - You stop it!,S03E12,231
"- No, you stop it! Turn around.",S03E12,232
- You.,S03E12,233
Okay.,S03E12,234
You want something to look at?,S03E12,235
Try this.,S03E12,236
"Ha! See, that doesn't bother me.",S03E12,237
- Now you're the clown.,S03E12,238
"- No, you're the clown.",S03E12,239
- You're the clown.,S03E12,240
- You're the clown.,S03E12,241
You don't think you're a clown?,S03E12,242
- What me to prove that you're a clown? - Fine!,S03E12,243
Look at your bed!,S03E12,244
"Yes hi, um.",S03E12,245
I'm just double-checking a reservation for Duncan?,S03E12,246
"Yes yes, I know I called five minutes ago.",S03E12,247
It's just.,S03E12,248
It's a.,S03E12,249
It's a very important reservation.,S03E12,250
"See, it's with my boyfriend's Mom.",S03E12,251
"Yes, the one who likes orchids.",S03E12,252
"Oh, okay, she's here.",S03E12,253
"Okay, I have to go.",S03E12,254
I'll.,S03E12,255
I'll call you from the car.,S03E12,256
- Hello! - Hello.,S03E12,257
"- Come in, sit.",S03E12,258
"- Oh, love to.",S03E12,259
You look lovely.,S03E12,260
So do you.,S03E12,261
- Shall we? - Sure.,S03E12,262
"- Hey, Mom.",S03E12,263
"- Hey, P.",S03E12,264
J.,S03E12,265
what are you doing here?.,S03E12,266
"Oh, Emmett and I had a big fight.",S03E12,267
Really?,S03E12,268
That's terrible.,S03E12,269
"Oh, you know what? Gabe put a lock on your bedroom door",S03E12,270
but I'll get the bolt cutters.,S03E12,271
"No, Mom, Mom, no! Mom, I'm not moving back.",S03E12,272
We worked it out.,S03E12,273
"- Oh, you did? - Yeah.",S03E12,274
I got mad because he was messing up the place.,S03E12,275
He got mad because I got mad.,S03E12,276
Then we got tired of being mad.,S03E12,277
He agreed to stop being a slob and we made chocolate toast.,S03E12,278
Oh.,S03E12,279
"Well, good for you, standing up for yourself.",S03E12,280
- Mmm. - And I'm sure Emmett,S03E12,281
will live up to his promise of not being a slob.,S03E12,282
I mean you know what they say.,S03E12,283
People change.,S03E12,284
Or is it that people never change?,S03E12,285
"Doing great, big guy.",S03E12,286
I don't know if I can do this.,S03E12,287
- Just keep coming.,S03E12,288
"- No, my knees are wobbling.",S03E12,289
Yes!,S03E12,290
"Okay, all right.",S03E12,291
"So you made it down with a roast, a ham and a chicken.",S03E12,292
You wanna try some side dishes?,S03E12,293
I'm ready to carry a real kid.,S03E12,294
What are you looking at?,S03E12,295
- Hi. - Hi!,S03E12,296
Hi.,S03E12,297
"Okay uh, two questions.",S03E12,298
Why are you carrying Gabe and.,S03E12,299
Why does that chicken have a face?,S03E12,300
"Oh, you know why?",S03E12,301
We're playing a new game.,S03E12,302
We're playing a new game called uh.,S03E12,303
Chicken drop.,S03E12,304
And he who drops the chicken must carry the victor down the stairs.,S03E12,305
We're still working out the kinks.,S03E12,306
- May I help you? - Hi.,S03E12,307
We have a reservation.,S03E12,308
"Duncan, party of two.",S03E12,309
"Sorry, I don't have you down.",S03E12,310
"What? But, um.",S03E12,311
I confirmed the reservation and then I reconfirmed.,S03E12,312
And then I reconfirmed the reconfirm.,S03E12,313
Which is basically just a long way of saying,S03E12,314
that I put a lot of work into this reservation,S03E12,315
so I want my table and I want it now!,S03E12,316
"Oh, here it is, Duncan.",S03E12,317
Shall we?,S03E12,318
So who are you again?,S03E12,319
I'm the Window Inspector from the Department of,S03E12,320
See-through Services.,S03E12,321
"Okay, I've been a building manager for 25 years,",S03E12,322
and I have never heard of that.,S03E12,323
"Well, you're hearing about it now.",S03E12,324
"All right, let's see what we got here.",S03E12,325
Oh yeah.,S03E12,326
"P87, single pane.",S03E12,327
We see a lot of these.,S03E12,328
"Okay, for the final part of my inspection",S03E12,329
I'm gonna need you to vacate the premises.,S03E12,330
I can't do that.,S03E12,331
I take the security of my building very seriously.,S03E12,332
- I have a candy bar.,S03E12,333
- Lock up when you're done.,S03E12,334
P.,S03E12,335
J.,S03E12,336
\NP.,S03E12,337
J.,S03E12,338
!.,S03E12,339
Unbelievable!,S03E12,340
He promised.,S03E12,341
Oh!,S03E12,342
"Oh, so the clown next door meant the clown next door.",S03E12,343
So how's your tea?,S03E12,344
Actually it's a little cold.,S03E12,345
"Well, I can fix that.",S03E12,346
"Um, excuse me, her tea is cold.",S03E12,347
Could you get her a fresh cup?,S03E12,348
"And make sure it's hot, like piping hot.",S03E12,349
I hear that you like orchids.,S03E12,350
I used to and then my Mother passed away.,S03E12,351
Orchids were her favorite too.,S03E12,352
And now I can't even look at one without crying.,S03E12,353
Oh my gosh.,S03E12,354
Are you okay?,S03E12,355
Yes.,S03E12,356
"Oh, my hand fell asleep.",S03E12,357
Darn it.,S03E12,358
Thank you.,S03E12,359
"- Ah ah! - What, what's wrong?",S03E12,360
I burned my tongue.,S03E12,361
Ice ice! We need ice!,S03E12,362
"Ah, ice.",S03E12,363
Is that helping?,S03E12,364
I'm stuck.,S03E12,365
You're what?,S03E12,366
I'm stuck!,S03E12,367
You're a duck? Could you sound it out?,S03E12,368
How is everything over here?,S03E12,369
"Well, Mom, I'm moving back home.",S03E12,370
Oh no.,S03E12,371
"It's such sad, unexpected news.",S03E12,372
I came back home today and the place was a mess.,S03E12,373
What was it? Unmade bed?,S03E12,374
Potato chips everywhere?,S03E12,375
How do you know about the chips?,S03E12,376
I don't.,S03E12,377
Man. And after he promised me,S03E12,378
he was going to keep the place clean.,S03E12,379
I'm never talking to that guy again.,S03E12,380
"Hey, once you get over this, you guys will be best friends again.",S03E12,381
I don't think so.,S03E12,382
"I mean, really I could have dealt with the mess.",S03E12,383
But he looked me right in the eye and said he didn't do it.,S03E12,384
Best friends don't lie to each other.,S03E12,385
I'm gonna go put my stuff away.,S03E12,386
P.,S03E12,387
J.,S03E12,388
", wait.",S03E12,389
Emmett didn't mess up your apartment.,S03E12,390
I did.,S03E12,391
What?,S03E12,392
Why would you do that?,S03E12,393
Because I thought you weren't ready to live on your own.,S03E12,394
And.,S03E12,395
The truth is.,S03E12,396
I'm the one who's not ready.,S03E12,397
"But, Mom, I'm 18.",S03E12,398
I'm an adult now.,S03E12,399
But you're still my little boy.,S03E12,400
You'll always be my little boy.,S03E12,401
You're a good Mom.,S03E12,402
I know.,S03E12,403
A good Mom who broke into my apartment and trashed it.,S03E12,404
I know.,S03E12,405
"How you feeling, Dad?",S03E12,406
Good good.,S03E12,407
"- Yeah! - Yes, I did it!",S03E12,408
- I did it! - Nice! What were you so worried about?,S03E12,409
I don't know.,S03E12,410
It was a piece of cake.,S03E12,411
- Where are you going? - To get a piece of cake.,S03E12,412
A guy's gotta celebrate.,S03E12,413
"Oh hey, thank you.",S03E12,414
So much for getting me through this.,S03E12,415
You real.,S03E12,416
No!,S03E12,417
No!,S03E12,418
"Hey, honey.",S03E12,419
"You dropped the baby again, didn't you, Bob?",S03E12,420
What?,S03E12,421
"Well, Charlie, um, I went to tea with Spencer's Mom.",S03E12,422
And we had so much fun.,S03E12,423
We decided to keep that party going.,S03E12,424
In the emergency room.,S03E12,425
"Yeah, I don't think Mrs.",S03E12,426
Walsh will be talking to me anytime soon.,S03E12,427
Or to anyone.,S03E12,428
What.,S03E12,429
"Dad, what are you doing?",S03E12,430
Taking Toby for a walk.,S03E12,431
That doesn't really look like a walk.,S03E12,432
"No, it will be eventually.",S03E12,433
"Well, don't you need the diaper bag?",S03E12,434
"Aw, man!",S03E12,435
"Well, you survived him for three years, all you need is 15 more.",S03E12,436
"Good luck, Charlie.",S03E12,437
"Hi, Bob Duncan here with another amazing product",S03E12,438
that is going to make your life easier.,S03E12,439
"You have stairs, do you have a baby?",S03E12,440
"Well, how many times has this happened to you?",S03E12,441
Whoa!,S03E12,442
"Well, those days are gone.",S03E12,443
"Because the next time your baby goes flying,",S03E12,444
"he won't end up crying, thanks to the new ultra-cute.",S03E12,445
Baby Chute!,S03E12,446
That's right!,S03E12,447
Your home is going to be more safe and more fun!,S03E12,448
"And if you act now, we will also throw in the ultra-cute.",S03E12,449
Senior Chute.,S03E12,450
Woo!,S03E12,451
So what are you waiting for? Pick up that phone and call.,S03E12,452
Call right now.,S03E12,453
And if you drop the phone.,S03E12,454
We've got that covered too.,S03E12,455
"Ultra-cute Industries, a division of Famfunco International.",S03E12,456
"Not advised for babies, seniors or phones.",S03E12,457
"Hey, Dad. How was your day?",S03E13,0
Do you really want to know?,S03E13,1
"Actually, I was just being polite.",S03E13,2
It was horrible!,S03E13,3
"Oh, good.",S03E13,4
So you're gonna tell me anyway.,S03E13,5
"Toby kept me awake all night, so I was a zombie all day.",S03E13,6
"You know, I was so tired",S03E13,7
I used termite spray on a nest full of rats.,S03E13,8
Well.,S03E13,9
You'll uh.,S03E13,10
"You'll kill them tomorrow, huh, Dad?",S03E13,11
I never know what to say.,S03E13,12
"Oh, no. You know what?",S03E13,13
I think I'm just gonna lay down right here.,S03E13,14
Oh yeah.,S03E13,15
"Toby, come on.",S03E13,16
Work with me here. Please?,S03E13,17
Help a mother out.,S03E13,18
Guess who missed his nap?,S03E13,19
And guess who took an extra long one?,S03E13,20
Check it out.,S03E13,21
I just joined the marching band.,S03E13,22
Gabe! Gabe!,S03E13,23
Gabe!,S03E13,24
- What?  - Take it outside.,S03E13,25
"No, Mrs.",S03E13,26
Dabney just told me to take it inside.,S03E13,27
Honey? Honey? Here's some mail for PJ.,S03E13,28
Maybe you could take it to his apartment tomorrow?,S03E13,29
- How about if I do it now?  - Okay.,S03E13,30
This is so great.,S03E13,31
Hang on.,S03E13,32
I'll get my baton.,S03E13,33
Today's all burnt toast,S03E13,34
Running late and Dad jokes.,S03E13,35
Has anybody seen my left shoe?,S03E13,36
"I close my eyes, take a bite.",S03E13,37
"Grab a ride, laugh out loud",S03E13,38
There it is up on the roof.,S03E13,39
"I've been there, I survived.",S03E13,40
So just take my advice.,S03E13,41
"Hang in there, baby",S03E13,42
Things are crazy,S03E13,43
But I know your future's bright.,S03E13,44
"Hang in there, baby",S03E13,45
There's no maybe,S03E13,46
Everything turns out all right.,S03E13,47
Sure life is up and down.,S03E13,48
"But trust me, it comes back around.",S03E13,49
You're gonna love who you turn out to be.,S03E13,50
"Hang in there, baby.",S03E13,51
"Hey, thanks for coming to my volleyball game.",S03E13,52
Oh yeah.,S03E13,53
My pleasure.,S03E13,54
Getting to see all those cute guys,S03E13,55
running around in tight shirts and shorts.,S03E13,56
But mostly you.,S03E13,57
I focused on you.,S03E13,58
"Well, it was an awesome game.",S03E13,59
"I'm telling you, the team's really coming together this year.",S03E13,60
"Yeah? Yeah, it must be really fun to be a part of a team.",S03E13,61
You know what's kind of sad?,S03E13,62
This is my last year of high school and I've never played a sport.,S03E13,63
Oh well.,S03E13,64
You know what? I'll join the girls' volleyball team.,S03E13,65
"You're gonna play volleyball? Look, it's not that easy.",S03E13,66
"Well, how hard could it be? You do it.",S03E13,67
"It's very difficult, all right? I just make it look easy.",S03E13,68
Kind of like being your boyfriend.,S03E13,69
Oh oh oh!,S03E13,70
"Oh, yes! All day long!",S03E13,71
I got it.,S03E13,72
- Hey.,S03E13,73
"- Hey, Dad.",S03E13,74
Welcome to Casa De PJ and Emmett.,S03E13,75
"What? Wait, I thought we were calling it",S03E13,76
Emmett and PJ's World O' Fun?,S03E13,77
"So, what brings you to our place to be named later?",S03E13,78
I brought you some mail.,S03E13,79
Hey! You got chairs.,S03E13,80
"Oh, yeah.",S03E13,81
Quite the change from Casa De Drums and Screaming Kids.,S03E13,82
"Oh, let's go with World O' Fun, they're already using Casa De.",S03E13,83
"You know, it's not always this quiet here, Mr.",S03E13,84
Duncan.,S03E13,85
"We're right next door to a fire station, so we get a lot of sirens.",S03E13,86
"So, does a siren go off every hour of the night because it's hungry?",S03E13,87
Does a siren need to be burped and changed?,S03E13,88
"You don't know a lot about sirens, do you?",S03E13,89
"Well, Dad, um, thanks for stopping by.",S03E13,90
"It, uh.",S03E13,91
Dad?,S03E13,92
I think he's asleep.,S03E13,93
And he's sitting on the remote. How are we gonna change the channel?,S03E13,94
- I got an idea.  - What's that?,S03E13,95
Uh.,S03E13,96
- It worked.,S03E13,97
- Okay.,S03E13,98
"- Wait, wait, wait, go back.",S03E13,99
- Oh um.,S03E13,100
- Ah.,S03E13,101
- Perfect.,S03E13,102
Okay.,S03E13,103
Now how are we gonna turn up the volume?,S03E13,104
- Volume's fine.,S03E13,105
- Yup.,S03E13,106
"Hey, Mom? I need some help with my science project.",S03E13,107
Where's Dad?,S03E13,108
"Uh, hello?",S03E13,109
Why don't you want my help?,S03E13,110
"Come on, Gabe.",S03E13,111
I'm great at science.,S03E13,112
And it sounds like fun.,S03E13,113
Helping me with a science project sounds fun?,S03E13,114
I'm covered in spit-up.,S03E13,115
"Work with me, here.",S03E13,116
All right.,S03E13,117
I'll give you a shot.,S03E13,118
Great.,S03E13,119
"And just so we're clear, I'm not gonna let you trick me",S03E13,120
into doing all the work like you do with Dad.,S03E13,121
"For your information, Dad enjoys being tricked.",S03E13,122
It's part of the dance we do.,S03E13,123
"All right, what's the project?",S03E13,124
Building a model rocket to launch at the science fair.,S03E13,125
Ooh.,S03E13,126
Fun.,S03E13,127
- When's it due?  - Two days.,S03E13,128
Two days?!,S03E13,129
Why did you wait until the last minute?,S03E13,130
"Well, that's when Dad does his best work.",S03E13,131
That's true.,S03E13,132
"Listen up, everybody.",S03E13,133
I want you to meet the newest member of our team.,S03E13,134
"- Hi, everybody.",S03E13,135
I'm Teddy.,S03E13,136
- Wrong.,S03E13,137
"No, I'm pretty sure.",S03E13,138
Teddy's too soft.,S03E13,139
It's too nice.,S03E13,140
"From now on, your volleyball name is uh.",S03E13,141
T-Rex!,S03E13,142
Keep stretching.,S03E13,143
I'm gonna get a fresh whistle.,S03E13,144
Coach likes to give us all fierce dinosaur nicknames,S03E13,145
that go with the first letter of our name.,S03E13,146
"I'm Vonnie, so I'm Velociraptor,",S03E13,147
"Stephanie's stegosaurus,",S03E13,148
Taylor's pterodactyl.,S03E13,149
But pterodactyl begins with a P.,S03E13,150
Tell it to the coach.,S03E13,151
He loves to be corrected.,S03E13,152
"All right, let's get to work.",S03E13,153
"I'm sorry, I thought you were gonna get that.",S03E13,154
Way to go.,S03E13,155
Nice shot.,S03E13,156
That was awesome.,S03E13,157
"Oh, are you okay?",S03E13,158
"That was mine, wasn't it?",S03E13,159
That's it.,S03E13,160
Practice is over.,S03E13,161
"Except for you, T-Rex.",S03E13,162
I want to talk to you in private.,S03E13,163
You stink.,S03E13,164
"Coach, I don't think we're in private yet.",S03E13,165
And do you know why you stink?,S03E13,166
No.,S03E13,167
"When I ask a question, I don't want an answer, do you understand me?",S03E13,168
I don't know what to do.,S03E13,169
You're too nice.,S03E13,170
"Nice people, they get pushed around.",S03E13,171
"And I'm not talking about volleyball, I'm talking about life.",S03E13,172
- It's just my first day.,S03E13,173
- And possibly your last.,S03E13,174
"Now, if you want to stay on my team,",S03E13,175
you need to come back tomorrow and play with some fire.,S03E13,176
- You got it?  - Got it.,S03E13,177
"Oh, and one more thing.",S03E13,178
Pterodactyl actually starts with a P.,S03E13,179
"I know that it's kind of confusing, but it's.",S03E13,180
Get out of here!,S03E13,181
See? Isn't this nice? Working on a project together.,S03E13,182
Nice? It's great.,S03E13,183
It doesn't even feel like homework.,S03E13,184
"It's more like home play, or home joy, or",S03E13,185
Too much?,S03E13,186
Okay.,S03E13,187
"Hey, Charlie. What do you want?",S03E13,188
Oh.,S03E13,189
"I forgot, I totally promised Charlie I was gonna play with her.",S03E13,190
"Charlie, I'm sorry I can't play with you.",S03E13,191
"Look, I know you've been feeling neglected",S03E13,192
"ever since Toby came along,",S03E13,193
but I'm working on a big school project with Mom.,S03E13,194
"Oh, you know, go play with her for a few minutes.",S03E13,195
I'll just get this started.,S03E13,196
If you say so.,S03E13,197
Where's my toy?,S03E13,198
- Just like we talked about.,S03E13,199
- Thank you.,S03E13,200
"All right, now, let's head down to the basement",S03E13,201
"where you're gonna play sit quietly,",S03E13,202
while I play watch TV.,S03E13,203
And then he said that I stink because I'm too nice.,S03E13,204
- You know this is all your fault.  - How is it my fault?,S03E13,205
You're the one who wanted to join a team.,S03E13,206
"Well, you could have mentioned that the coach was a lunatic.",S03E13,207
You know what? I don't need this.,S03E13,208
I'm gonna quit.,S03E13,209
"Well, I thought you wanted to play a sport.",S03E13,210
"Yeah, well there's plenty of other sports out there.",S03E13,211
"I'll do the one with the, um",S03E13,212
With the the ball and the stick and the helmet.,S03E13,213
"Okay, so that would be either Softball, Field Hockey, or Lacrosse.",S03E13,214
- Which one's outdoors?  - All of them are.,S03E13,215
- Which one has the cutest uniforms?  - None of them do.,S03E13,216
Sports is so hard.,S03E13,217
- Gentlemen.,S03E13,218
"- Hey, Dad.",S03E13,219
- What are you doing here?  - Again?,S03E13,220
"Oh, I, uh.",S03E13,221
Brought you a little housewarming gift.,S03E13,222
Vacuum bags.,S03E13,223
That will come in handy once we get a vacuum.,S03E13,224
"Well, Dad, it was nice of you to Take off your coat and stay.",S03E13,225
I also brought.,S03E13,226
This awesome Japanese monster movie.,S03E13,227
Your Mom hates it when I watch these at home.,S03E13,228
Put it in the thing.,S03E13,229
Um.,S03E13,230
"You know, actually, Dad, we're kind of busy.",S03E13,231
That's all right.,S03E13,232
Don't worry about it.,S03E13,233
You're not gonna bother me.,S03E13,234
"Just another peaceful day in Tokyo, huh?",S03E13,235
"Oh, that's gonna change.",S03E13,236
Teddy? Why are you getting home from work so late?,S03E13,237
"Well, I had a very stressful day at the library.",S03E13,238
"One of the patrons was talking, and I was gonna say something,",S03E13,239
but I didn't want to be mean.,S03E13,240
"Then my boss got mad at me, so I hid in the stacks and cried.",S03E13,241
"Teddy, you gotta stop letting people walk all over you.",S03E13,242
- Yeah. - What are you standing there for?,S03E13,243
- Get in the kitchen and make dinner.,S03E13,244
"- Yes, Sir.",S03E13,245
Get the door first.,S03E13,246
- Mr.,S03E13,247
Hammerstone? - Look at you.,S03E13,248
"Because you quit the team, people walked all over you the rest of your life.",S03E13,249
I told you so.,S03E13,250
I told you so.,S03E13,251
I told you so.,S03E13,252
Can I use your bathroom?,S03E13,253
- Sure.,S03E13,254
- I told you so.,S03E13,255
That's it.,S03E13,256
I am done being nice.,S03E13,257
Aw.,S03E13,258
No!,S03E13,259
"Hey, honey. How'd you sleep?",S03E13,260
Lousy.,S03E13,261
"And if that doesn't sound nice, then too bad.",S03E13,262
"Well, someone's in a mood.",S03E13,263
Got a problem with that?,S03E13,264
"Um, Teddy? Sweetheart, um, are you okay?",S03E13,265
"Because you just seem, I don't know, completely different?",S03E13,266
What? Do you want some of this?,S03E13,267
Come again?,S03E13,268
"Well, you know whether or not you want it.",S03E13,269
I'm not going to give it to you.,S03E13,270
That's what I thought.,S03E13,271
"Gabe, honey?",S03E13,272
I'm gonna say something to you I have never said before.,S03E13,273
"Right now, you're my favorite.",S03E13,274
Feels good.,S03E13,275
Don't get used to it.,S03E13,276
- Hey.,S03E13,277
- Dad.,S03E13,278
How did you get in here?,S03E13,279
Locksmith let me in.,S03E13,280
He let you into our apartment without our permission?,S03E13,281
Locksmiths and exterminators are brothers.,S03E13,282
"Yeah, we're like cops and firefighters.",S03E13,283
Just a little less heroic.,S03E13,284
"Hey, you know what? I got you a present.",S03E13,285
And you're welcome.,S03E13,286
A vacuum cleaner.,S03E13,287
Yay.,S03E13,288
"Uh, so.",S03E13,289
"Dad, um, how much longer are you.",S03E13,290
Oh.,S03E13,291
Wait.,S03E13,292
Pizza's ready.,S03E13,293
- You've gotta get rid of him.,S03E13,294
- Don't worry.,S03E13,295
He.,S03E13,296
He won't stay long.,S03E13,297
You know what? I was thinking about getting you guys a sofa bed.,S03E13,298
"You know, so that when I'm here late and you want me to stay over?",S03E13,299
Now.,S03E13,300
Got an idea.,S03E13,301
"So, he likes it here because it's quiet, right?",S03E13,302
- Right.,S03E13,303
- Watch this.,S03E13,304
"- Hey, Dad? - Yeah?",S03E13,305
Mind if I take the new vacuum for a little test run?,S03E13,306
Go ahead.,S03E13,307
Okay.,S03E13,308
Just my luck.,S03E13,309
The shush vac.,S03E13,310
"Um, PJ? What are you doing?",S03E13,311
What? PJ?,S03E13,312
PJ\NP.,S03E13,313
PJ.,S03E13,314
PJ\NPJ!,S03E13,315
"Yes, Dad?",S03E13,316
What are you doing?,S03E13,317
"Well, I just don't feel like I'm cleaning unless I hear that sound.",S03E13,318
Is.,S03E13,319
Is that bothering you?.,S03E13,320
No.,S03E13,321
Still quieter than home.,S03E13,322
Ah.,S03E13,323
Mom.,S03E13,324
What did you do to my rocket?,S03E13,325
"Well, uh, first, I built it.",S03E13,326
And then I made it purty.,S03E13,327
Feathers? Why'd you have to add feathers?,S03E13,328
"Oh, that was Charlie's special touch.",S03E13,329
We also named it.,S03E13,330
Say hello.,S03E13,331
To Rainbow Sunshine.,S03E13,332
I can't take that to school.,S03E13,333
"Well, I guess you could always redecorate it yourself.",S03E13,334
You mean.,S03E13,335
Work on my own project?,S03E13,336
Has it really come to that?,S03E13,337
I'm afraid so.,S03E13,338
It was a good run.,S03E13,339
Duncan.,S03E13,340
I didn't think you'd come back.,S03E13,341
Did you sleep on what I said?,S03E13,342
"Oh, I slept on it, dreamt it, chewed it up, and spit it out.",S03E13,343
"All right, Dinos, listen up.",S03E13,344
We're gonna scrimmage the boys' team today.,S03E13,345
Yeah!,S03E13,346
"Whatever scrimmage means, bring it!",S03E13,347
Thought you were quitting.,S03E13,348
What? You're trying to get in my head?,S03E13,349
Or you afraid to lose to a bunch of girls?,S03E13,350
You trash talk your boyfriend?,S03E13,351
I'm so gonna do that as soon as I learn how to trash talk.,S03E13,352
- And get a boyfriend.,S03E13,353
- Oh yeah.,S03E13,354
"Got lucky, punks.",S03E13,355
"Oh, sweetums! Oh.",S03E13,356
I think you broke my nose.,S03E13,357
"T-Rex, let me get in there.",S03E13,358
Oh!,S03E13,359
"Oh, my nose!",S03E13,360
She broke my nose too.,S03E13,361
"Oh, I'm so sorry.",S03E13,362
I didn't.,S03E13,363
It was an accident.,S03E13,364
They were both accidents.,S03E13,365
"Sweet mother, I created a monster!",S03E13,366
No.,S03E13,367
"Guys, come on.",S03E13,368
I'm not a monster.,S03E13,369
I'm not a monster.,S03E13,370
Does anyone know when Field Hockey try-outs are?,S03E13,371
All right.,S03E13,372
All right.,S03E13,373
"All right, I'm done!",S03E13,374
Come on.,S03E13,375
- Wow. - What do you think?,S03E13,376
You ruined it.,S03E13,377
Rainbow Sunshine is now.,S03E13,378
Black Night Doom Missile Terror Fireball.,S03E13,379
"All right, let's do a test launch.",S03E13,380
"Okay, whoa.",S03E13,381
"Before you do, I've prepared a few words.",S03E13,382
Oh boy.,S03E13,383
"From the beginning of time, man looked to the heavens and said.",S03E13,384
'Stupid birds! How come they get to fly and we don't?',S03E13,385
"- I'm pushing the button. - No, no, no!",S03E13,386
I haven't gotten to my favorite part.,S03E13,387
"Wait, wait, wait.",S03E13,388
"Three, two, one.",S03E13,389
Blast off.,S03E13,390
"Yeah, that's some fireball.",S03E13,391
- Hey.,S03E13,392
- Hey.,S03E13,393
What are you doing out here?,S03E13,394
"Uh, we need to talk.",S03E13,395
"Okay, but can we do it over at your place?",S03E13,396
Because I'm way more comfortable over there.,S03E13,397
Actually.,S03E13,398
"Actually, let's do it here. Okay?",S03E13,399
Okay.,S03E13,400
"Wow, this is really hard.",S03E13,401
I.,S03E13,402
Don't really know how to do this.,S03E13,403
"Well, PJ, if it's hard to say, just say it fast.",S03E13,404
It's like.,S03E13,405
Like tearing off a bandage.,S03E13,406
All right.,S03E13,407
Here goes.,S03E13,408
Idon'twantyoutohangoutatmyplacesomuch.,S03E13,409
You might want to tear that a little slower.,S03E13,410
I.,S03E13,411
- Don't.,S03E13,412
- Little little.,S03E13,413
Little faster.,S03E13,414
I don't want you to hang out at my place so much.,S03E13,415
"Look, I'm sorry, Dad, but I moved out of",S03E13,416
the house so I could be on my own.,S03E13,417
Kind of hard to do that when you're always there.,S03E13,418
I see.,S03E13,419
You mad at me?,S03E13,420
No.,S03E13,421
- Okay.,S03E13,422
- No.,S03E13,423
"No, come on, you're absolutely right.",S03E13,424
It's your place.,S03E13,425
You don't want your old man hanging out there all the time.,S03E13,426
"No, I do not.",S03E13,427
I mean.,S03E13,428
I mean.,S03E13,429
Thanks for understanding.,S03E13,430
"Oh, I'm gonna miss your place.",S03E13,431
Because let me tell you something.,S03E13,432
Around here?,S03E13,433
It always feels like there's something crazy going on.,S03E13,434
Oh.,S03E13,435
"Mom, I think I found the problem.",S03E13,436
Loose wires.,S03E13,437
Well dude.,S03E13,438
Stick em together.,S03E13,439
- Was that a rocket? - Yup.,S03E13,440
"Come over any time, Dad.",S03E13,441
- How about now? - Let's go.,S03E13,442
"Hey, Charlie.",S03E13,443
"So, big news.",S03E13,444
Looks like I'm staying on the volleyball team.,S03E13,445
"You know, after they make a few minor repairs to the gym.",S03E13,446
Speaking of minor repairs.,S03E13,447
So this is what happens if you let Mom help you with a school project.,S03E13,448
"Okay, it was not my fault.",S03E13,449
Really? Because Gabe said you uttered the words.,S03E13,450
"Dude, stick em together.",S03E13,451
I don't recall exactly what I uttered.,S03E13,452
Okay.,S03E13,453
"Well, consider yourself warned.",S03E13,454
If you ever allow Mom to help you with a science project.,S03E13,455
"Good luck, Charlie.",S03E13,456
"Fly, rocket.",S03E13,457
Fly high.,S03E13,458
"Hey, hon.",S03E13,459
Bob?,S03E13,460
What are you doing here?,S03E13,461
"Oh, PJ and Emmett kicked me out.",S03E13,462
So I'm just looking for a little peace and quiet.,S03E13,463
"Well, you're crowding me.",S03E13,464
Get lost.,S03E13,465
I'm crowding you?,S03E13,466
In outer space?,S03E13,467
"Oh, would you just leave?",S03E13,468
"Honey, I'm floating.",S03E13,469
It's not like I can steer the chair.,S03E13,470
"Oh, well let me help you out.",S03E13,471
Hey.,S03E13,472
Whoa whoa whoa!.,S03E13,473
Fly chair.,S03E13,474
Fly high!,S03E13,475
"Okay, everybody.",S03E14,0
Listen up.,S03E14,1
Big announcement.,S03E14,2
Maternity leave is over and I'm headed back to work at the hospital.,S03E14,3
Can you take Toby with you?,S03E14,4
"Honey, I think we've been over this.",S03E14,5
Is that a yes?,S03E14,6
"All right, you two are gonna take care of the little ones on Saturday.",S03E14,7
